"","species","ECO_NAME","X","garden","variant","latitude","longitude","country","IUCNRedList","ECO_CODE","province","geometry","Group","crop"
"7937","Pinus strobus",NA,4514,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7938","Pinus strobus",NA,4516,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7939","Pinus strobus",NA,4517,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7940","Pinus strobus",NA,4518,"University of Guelph Arboretum","Nana'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7941","Pinus strobus",NA,4519,"University of Guelph Arboretum","Nana'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7942","Pinus strobus",NA,4520,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7943","Pinus strobus",NA,4521,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7944","Pinus strobus",NA,4522,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7945","Pinus strobus",NA,4523,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7946","Pinus strobus",NA,4524,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7947","Pinus strobus",NA,4525,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7948","Pinus strobus",NA,4526,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7949","Pinus strobus",NA,4527,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7950","Pinus strobus",NA,4528,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7951","Pinus strobus",NA,4529,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7952","Pinus strobus",NA,4530,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7953","Pinus strobus",NA,4531,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7954","Pinus strobus",NA,4532,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7955","Pinus strobus",NA,4533,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7956","Pinus strobus",NA,4534,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7957","Pinus strobus",NA,4535,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7958","Pinus strobus",NA,4536,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7959","Pinus strobus",NA,4537,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7960","Pinus strobus",NA,4538,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7961","Pinus strobus",NA,4539,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7962","Pinus strobus",NA,4540,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7963","Pinus strobus",NA,4541,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7964","Pinus strobus",NA,4542,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7965","Pinus strobus",NA,4543,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7966","Pinus strobus",NA,4544,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7967","Pinus strobus",NA,4545,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7968","Pinus strobus",NA,4546,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7969","Pinus strobus",NA,4547,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7970","Pinus strobus",NA,4548,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7971","Pinus strobus",NA,4549,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7972","Pinus strobus",NA,4550,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7973","Pinus strobus",NA,4551,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7974","Pinus strobus",NA,4552,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7975","Pinus strobus",NA,4553,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7976","Pinus strobus",NA,4554,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7977","Pinus strobus",NA,4555,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7978","Pinus strobus",NA,4556,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7979","Pinus strobus",NA,4557,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7980","Pinus strobus",NA,4558,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7981","Pinus strobus",NA,4559,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7982","Pinus strobus",NA,4560,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7983","Pinus strobus",NA,4561,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7984","Pinus strobus",NA,4562,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7985","Pinus strobus",NA,4563,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7986","Pinus strobus",NA,4564,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7987","Pinus strobus",NA,4565,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7988","Pinus strobus",NA,4566,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7989","Pinus strobus",NA,4567,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7990","Pinus strobus",NA,4568,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7991","Pinus strobus",NA,4569,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7992","Pinus strobus",NA,4570,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7993","Pinus strobus",NA,4571,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7994","Pinus strobus",NA,4572,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7995","Pinus strobus",NA,4573,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7996","Pinus strobus",NA,4577,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7997","Pinus strobus",NA,4578,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7998","Pinus strobus",NA,4579,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7999","Pinus strobus",NA,4580,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8000","Pinus strobus",NA,4584,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8001","Pinus strobus",NA,4585,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8002","Pinus strobus",NA,4586,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8003","Pinus strobus",NA,4587,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8004","Pinus strobus",NA,4595,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8005","Pinus strobus",NA,4596,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8006","Pinus strobus",NA,4597,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8007","Pinus strobus",NA,4601,"University of Guelph Arboretum","Nana'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8008","Pinus strobus",NA,4602,"University of Guelph Arboretum","Nana'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8009","Pinus strobus",NA,4603,"University of Guelph Arboretum","Nana'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8010","Pinus strobus",NA,4604,"University of Guelph Arboretum","Nana'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8011","Pinus strobus",NA,4606,"University of Guelph Arboretum","Torulosa'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8012","Pinus strobus",NA,4607,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8013","Pinus strobus",NA,4608,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8014","Pinus strobus",NA,4619,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8015","Pinus strobus",NA,4620,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8016","Pinus strobus",NA,4621,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8017","Pinus strobus",NA,4622,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8018","Pinus strobus",NA,4623,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8019","Pinus strobus",NA,4625,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8020","Pinus strobus",NA,4626,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8021","Pinus strobus",NA,4627,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8022","Pinus strobus",NA,4629,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8023","Pinus strobus",NA,4630,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8024","Pinus strobus",NA,4633,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8025","Pinus strobus",NA,4634,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8026","Pinus strobus",NA,4635,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8027","Pinus strobus",NA,4636,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8028","Pinus strobus",NA,4637,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8029","Pinus strobus",NA,4638,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8030","Pinus strobus",NA,4639,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8031","Pinus strobus",NA,4640,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8032","Pinus strobus",NA,4641,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8033","Pinus strobus",NA,4642,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8034","Pinus strobus",NA,4643,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8035","Pinus strobus",NA,4644,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8036","Pinus strobus",NA,4645,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8037","Pinus strobus",NA,4646,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8038","Pinus strobus",NA,4649,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8039","Pinus strobus",NA,4650,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8040","Pinus strobus",NA,4651,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8041","Pinus strobus",NA,4652,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8042","Pinus strobus",NA,4653,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8043","Pinus strobus",NA,4654,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8044","Pinus strobus",NA,4655,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8045","Pinus strobus",NA,4656,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8046","Pinus strobus",NA,4657,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8047","Pinus strobus",NA,4658,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8048","Pinus strobus",NA,4659,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8049","Pinus strobus",NA,4660,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8050","Pinus strobus",NA,4661,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8051","Pinus strobus",NA,4662,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8052","Pinus strobus",NA,4663,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8053","Pinus strobus",NA,4664,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8054","Pinus strobus",NA,4665,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8055","Pinus strobus",NA,4666,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8056","Pinus strobus",NA,4667,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8057","Pinus strobus",NA,4668,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8058","Pinus strobus",NA,4669,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8059","Pinus strobus",NA,4670,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8060","Pinus strobus",NA,4671,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8061","Pinus strobus",NA,4672,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8062","Pinus strobus",NA,4673,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8063","Pinus strobus",NA,4674,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8064","Pinus strobus",NA,4675,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8065","Pinus strobus",NA,4676,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8066","Pinus strobus",NA,4677,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8067","Pinus strobus",NA,4678,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8068","Pinus strobus",NA,4679,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8069","Pinus strobus",NA,4680,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8070","Pinus strobus",NA,4681,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8071","Pinus strobus",NA,4682,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8072","Pinus strobus",NA,4683,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8073","Pinus strobus",NA,4684,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8074","Pinus strobus",NA,4685,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8075","Pinus strobus",NA,4686,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8076","Pinus strobus",NA,4687,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8077","Pinus strobus",NA,4688,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8078","Pinus strobus",NA,4689,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8079","Pinus strobus",NA,4690,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8080","Pinus strobus",NA,4691,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8081","Pinus strobus",NA,4692,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8082","Pinus strobus",NA,4693,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8083","Pinus strobus",NA,4694,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8084","Pinus strobus",NA,4695,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8085","Pinus strobus",NA,4696,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8086","Pinus strobus",NA,4697,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8087","Pinus strobus",NA,4698,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8088","Pinus strobus",NA,4699,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8089","Pinus strobus",NA,4700,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8090","Pinus strobus",NA,4701,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8091","Pinus strobus",NA,4702,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8092","Pinus strobus",NA,4703,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8093","Pinus strobus",NA,4704,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8094","Pinus strobus",NA,4705,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8095","Pinus strobus",NA,4706,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8096","Pinus strobus",NA,4709,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8097","Pinus strobus",NA,4717,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8098","Pinus strobus",NA,4718,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8099","Pinus strobus",NA,4719,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8100","Pinus strobus",NA,4720,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8101","Pinus strobus",NA,4721,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8102","Pinus strobus",NA,4726,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8103","Pinus strobus",NA,4727,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8104","Pinus strobus",NA,4731,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8105","Pinus strobus",NA,4732,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8106","Pinus strobus",NA,4733,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8107","Pinus strobus",NA,4734,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8108","Pinus strobus",NA,4735,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8109","Pinus strobus",NA,4736,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8110","Pinus strobus",NA,4737,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8111","Pinus strobus",NA,4738,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8112","Pinus strobus",NA,4739,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8113","Pinus strobus",NA,4740,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8114","Pinus strobus",NA,4741,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8115","Pinus strobus",NA,4742,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8116","Pinus strobus",NA,4743,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8117","Pinus strobus",NA,4744,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8118","Pinus strobus",NA,4745,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8119","Pinus strobus",NA,4746,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8120","Pinus strobus",NA,4747,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8121","Pinus strobus",NA,4748,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8122","Pinus strobus",NA,4749,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8123","Pinus strobus",NA,4750,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8124","Pinus strobus",NA,4751,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8125","Pinus strobus",NA,4757,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8126","Pinus strobus",NA,4758,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8127","Pinus strobus",NA,4766,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8128","Pinus strobus",NA,4767,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8129","Pinus strobus",NA,4768,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8130","Pinus strobus",NA,4769,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8131","Pinus strobus",NA,4770,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8132","Pinus strobus",NA,4771,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8133","Pinus strobus",NA,4772,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"8134","Pinus strobus",NA,4773,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
