Taxon,Included in summary metrics,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop common name,Total Records,Records with latitude,Records with longitude,Records with coordinates,Total G records,Total G records with coordinates,Total H Records,Total H with coordinates,Total occurrences in target native area,Total G occurrences in target native area,Total H occurrences in target native area,AUC,AUCtest,nAUC,cAUC,sensi_train,speci_train,threshold_train,maxTSS_train,minROCdist_train,threshold_test,sensi_test,speci_test,matthewscor_test,LR_pos_test,LR_neg_test,kappa_index_test,SDAUC,ASD15,Valid model,Map used in summary figures,SRSex,GRSex,ERSex,FCSex,FCSex priority category,Total occurrences in modeled area,Total occurrences in modeled area in protected areas,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCS minimum,FCS maximum,FCSc mean,FCS min priority category,FCC max priority category,FCSc mean priority category,EOO area km2,EOO status,AOO,AOO adjusted minimum,AOO status,Combined threat assessment status,NatureServe taxon aligned,NatureServe Determination Tax note,NatureServe ID,NatureServe G RANK,NatureServe ROUNDED G RANK,NatureServe GRANK REV YR,NatureServe GRANK AGE,NatureServe G RANK CHANGE DATE,NatureServe G RANK REVIEW DATE,USESA STATUS,NatureServe G RANK REASONS,NatureServe G CALCULATED RANK,NatureServe US STATES AND S RANKS,NatureServe CANADIAN PROVINCES AND S RANKS,Red List scientificName,Red List Destermination Tax note,Red List assessment Id,Red List internal Taxon Id,Red List Category,Red List Criteria,Red List year published,Red List assessment date,Red List criteria version,Red List rationale,Red List habitat,Red List threats,Red List population,Red List population trend,Red List range,Red List use trade,Red List systems,Red List conservation actions,Red List realm,Red List year last seen,Red List possibly extinct,Red List possibly extinct in the wild,Red List scopes,Total occurrences in modeled area PADUS,Total occurrences in modeled area in protected areas PADUS,SRSin PADUS,GRSin PADUS,ERSin PADUS,FCSin PADUS,FCSin priority category PADUS
Elymus elymoides subsp. californicus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,575,280,280,280,11,8,564,272,280,8,272,0.935925197,0.916210703,0.923635689,0.492575015,0.869,0.8667,0.2648,0.7357,0.188052501,0.2648,0.822075792,0.863076875,0.388157547,6.141353693,0.205778861,0.308602789,0.00243747,0,Y,Y,1.95035461,5.765717849,35.29411765,14.33673004,UP,249,83,33.33333333,22.5925842,88.23529412,48.05373722,HP,14.33673004,48.05373722,14.33673004,48.05373722,31.19523363,UP,HP,HP,1332897.356,Least Concern (LC),680,672,Vulnerable (VU),Vulnerable (VU),Elymus elymoides subsp. californicus,accepted,733242,G5T4,T4,2012,5-10 years,3/7/2012,3/7/2012,,<i>Elymus elymoides</i> ssp. <i>californicus </i>occurs in the U.S. in California; Nevada; Utah; Oregon; Idaho; Montana; Wyoming; and Washington.  It also occurs in British Columbia; Canada. (Kartesz 1999)  It occurs in 15 counties in California; nine cou,,CA(SNR); ID(SNR); MT(SNR); NV(SNR); OR(SNR); UT(SNR); WA(SNR); WY(SNR),BC(S4),,,,,,,,,,,,,,,,,,,,,,,,248,187,75.40322581,77.1650868,100,84.18943754,LP
Elymus elymoides subsp. elymoides,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,3188,2104,2103,2103,56,28,3132,2075,2103,28,2075,0.873830287,0.861882635,0.912444713,0.449437922,0.77,0.8169,0.4126,0.5869,0.294811532,0.4126,0.744742186,0.810693944,0.498946787,3.95048278,0.313974467,0.485273073,0.001549998,0,Y,Y,1.787994891,13.48117078,47.36842105,20.87919558,UP,1445,195,13.49480969,17.64291221,100,43.71257397,HP,20.87919558,43.71257397,20.87919558,43.71257397,32.29588477,UP,HP,HP,2257367.117,Least Concern (LC),4808,4744,Least Concern (LC),Least Concern (LC),Elymus elymoides subsp. elymoides,accepted,733204,G5T5,T5,2016,<5 years,7/6/2004,7/7/2016,,,,AZ(SNR); CA(SNR); CO(SNR); ID(SNR); KS(SNR); MT(SNR); ND(SNR); NE(SNR); NV(SNR); OK(SNR); OR(SNR); SD(SNR); UT(SNR); WA(SNR); WY(S5),AB(S2S3); BC(S4); SK(S3),,,,,,,,,,,,,,,,,,,,,,,,1445,954,66.02076125,78.95866305,100,81.6598081,LP
Elymus elymoides subsp. hordeoides,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,14,11,11,11,0,0,14,11,11,0,11,0.95414883,0.867522727,0.886630609,0.480892118,0.932833333,0.873166667,0.409,0.806,0.173717443,0.409,0.708333333,0.876097541,0.078548551,5.032880504,0.300175663,0.022532912,0.008140784,4.43603591,Y,Y,0,0,0,0,UP,10,1,10,5.661050639,100,38.55368355,HP,0,38.55368355,0,38.55368355,19.27684177,UP,HP,UP,63161.03427,Least Concern (LC),40,40,Endangered (EN),Endangered (EN),Elymus elymoides subsp. hordeoides,accepted,152602,G5T5?,T5,1995,>10 years,1/3/1995,1/3/1995,,,,CA(SNR); ID(SNR); NV(SNR); OR(SNR); WA(SNR),,,,,,,,,,,,,,,,,,,,,,,,,10,4,40,57.92884152,100,65.97628051,MP
Elymus glabriflorus,N,1B,Food,Cereals and pseudocereals,Elymus,Wheat,488,88,88,88,27,2,461,86,82,2,80,0.833533279,0.72729747,0.792529699,0.434767771,0.776,0.7389,0.3883,0.5149,0.345324542,0.3883,0.541785714,0.741348002,0.071442709,2.048547019,0.609757157,0.025664241,0.012199677,1.096226706,Y,N,5.856832972,0,0,1.952277657,UP,55,2,3.636363636,3.804077134,93.75,33.73014692,HP,1.952277657,33.73014692,1.952277657,33.73014692,17.84121229,UP,HP,UP,1110593.081,Least Concern (LC),208,204,Endangered (EN),Endangered (EN),Elymus glabriflorus,accepted,806789,GNR,GNR,,Not Ranked,,,,,,DE(SNR); MA(SH); ME(SNR); RI(SH),,,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Elymus glabriflorus var. australis,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,156,23,23,23,0,0,156,23,20,0,20,0.716093338,0.708600179,0.676418121,0.532182058,1,0.633666667,0.505666667,0.633666667,0.366333333,0.505666667,0.166666667,0.651219807,-0.021561825,0.438914027,1.269158809,-0.003825922,0.068829963,0,Y,Y,0,0,0,0,UP,6,0,0,0.351557415,100,33.45051914,HP,0,33.45051914,0,33.45051914,16.72525957,UP,HP,UP,34243.70871,Possible Near Threatened (NT),24,24,Endangered (EN),Endangered (EN),Elymus glabriflorus var. australis,accepted,868906,GNRT4?,T4,2017,<5 years,7/10/2017,7/10/2017,,,,DE(SU); NY(SH),,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,4.21091382,100,34.73697127,HP
Elymus glabriflorus var. glabriflorus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,351,37,37,37,0,0,351,37,32,0,32,0.971719609,0.898069964,0.865500603,0.532569361,1,0.96,0.603333333,0.96,0.04,0.603333333,0.333333333,0.963409731,0.040787005,5.418300654,0.683274243,0.009720609,0.023266033,63.77592835,N,Y,0,0,0,0,UP,4,0,0,2.388354972,100,34.12945166,HP,0,34.12945166,0,34.12945166,17.06472583,UP,HP,UP,12827.27285,Vulnerable (VU),16,16,Endangered (EN),Endangered (EN),Elymus glabriflorus var. glabriflorus,accepted,868909,GNRTNR,TNR,,Not Ranked,,,,,,DE(SU),,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,7.810373877,100,35.93679129,HP
Elymus glaucus,N,1B,Food,Cereals and pseudocereals,Elymus,Wheat,8559,5956,5956,5956,194,81,8365,5875,5821,80,5741,0.940576967,0.938060031,0.972859394,0.465200637,0.8898,0.8678,0.3935,0.7576,0.172242989,0.3935,0.886139692,0.864455443,0.747822607,6.652599905,0.131698286,0.746660835,0.000742944,0,Y,N,2.319187089,10.27973217,42.85714286,18.48535404,UP,4078,781,19.15154487,16.49217929,88.57142857,41.40505091,HP,18.48535404,41.40505091,18.48535404,41.40505091,29.94520248,UP,HP,HP,9504805.403,Least Concern (LC),6288,6252,Least Concern (LC),Least Concern (LC),Elymus glaucus,accepted,137430,G5,G5,2016,<5 years,6/16/1988,4/12/2016,,,,AK(SNR); AR(SNR); AZ(SNR); CA(SNR); CO(SNR); IA(SNR); ID(SNR); MI(S3); MO(SU); MT(S4S5); ND(S2); NM(SNR); NV(SNR); NY(SNR); OR(SNR); SD(SNR); TX(SNR); UT(SNR); WA(SNR); WI(SNR); WY(S4),AB(S4); BC(S5); ON(S1); SK(S3); YT(S2S3),,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Elymus glaucus subsp. glaucus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,3929,2715,2715,2715,13,3,3916,2712,2625,3,2622,0.912374336,0.907651585,0.949662215,0.457989371,0.8671,0.827,0.3936,0.6941,0.218215006,0.3936,0.860418245,0.824288718,0.648787696,4.990336683,0.1697155,0.638645837,0.001310356,0,Y,Y,0.331971399,1.728902728,20,7.353624709,UP,2004,395,19.71057884,17.22556335,93.33333333,43.42315851,HP,7.353624709,43.42315851,7.353624709,43.42315851,25.38839161,UP,HP,HP,4514522.981,Least Concern (LC),5960,5904,Least Concern (LC),Least Concern (LC),Elymus glaucus subsp. glaucus,accepted,962010,G5T5,T5,2016,<5 years,4/12/2016,4/12/2016,,,,AK(SNR); AZ(SNR); CA(SNR); CO(SNR); ID(SNR); MT(SNR); NM(SNR); NV(SNR); OR(SNR); WA(SNR); WY(SNR),AB(SNR); BC(SNR),,,,,,,,,,,,,,,,,,,,,,,,2004,1220,60.87824351,60.88791399,93.33333333,71.69983028,MP
Elymus glaucus subsp. mackenziei,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,10,1,1,1,0,0,10,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,0,0,0,0,UP,1,0,0,NA,NA,0,UP,0,0,0,0,0,UP,UP,UP,NA,Critically Endangered (CR),NA,NA,Critically Endangered (CR),Critically Endangered (CR),Elymus glaucus subsp. mackenziei,accepted,843733,G5TNR,TNR,,Not Ranked,,,,,,AR(SNR); MO(SNR); OK(SNR),,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,NA,NA,0,UP
Elymus glaucus subsp. virescens,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,212,121,121,121,3,0,209,121,106,0,106,0.93292601,0.890053631,0.883042376,0.507011255,0.8622,0.8577,0.2564,0.7199,0.200262335,0.2564,0.713295038,0.856579331,0.196347565,5.141186236,0.334753,0.109149213,0.003927734,0.619541387,Y,Y,1.435406699,0,0,0.4784689,UP,86,19,22.09302326,15.47672538,100,45.85658288,HP,0.4784689,45.85658288,0.4784689,45.85658288,23.16752589,UP,HP,UP,2080082.279,Least Concern (LC),288,288,Endangered (EN),Endangered (EN),Elymus glaucus subsp. virescens,accepted,129712,G5T4?,T4,2004,>10 years,7/6/2004,7/6/2004,,Found at lower elevations from coastal California (except southern) north to coastal Alaska.,,AK(SNR); CA(SNR); OR(S2?); WA(SNR),BC(S3S4),,,,,,,,,,,,,,,,,,,,,,,,86,30,34.88372093,30.09688103,81.25,48.74353399,HP
Elymus hirsutus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,292,168,168,168,0,0,292,168,148,0,148,0.925864769,0.887431304,0.90049896,0.486932345,0.8527,0.8565,0.3258,0.7092,0.209352867,0.3258,0.761841456,0.85204918,0.252236839,5.223751838,0.278042683,0.158421794,0.004188935,0.182373179,Y,Y,0,0,0,0,UP,124,27,21.77419355,25.80750045,100,49.193898,HP,0,49.193898,0,49.193898,24.596949,UP,HP,UP,1155249.4,Least Concern (LC),360,364,Endangered (EN),Endangered (EN),Elymus hirsutus,accepted,130160,G5,G5,2016,<5 years,6/10/1993,7/17/2016,,,,AK(SNR); CA(SNR); OR(S2?); WA(SNR),BC(S5),,,,,,,,,,,,,,,,,,,,,,,,124,44,35.48387097,36.38672673,75,48.9568659,HP
Elymus hystrix,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,3071,564,564,564,64,3,3007,561,560,3,557,0.85229103,0.835910849,0.889976451,0.445934398,0.8249,0.7626,0.4149,0.5875,0.295973331,0.4149,0.794420117,0.757485494,0.355316962,3.29431174,0.271704039,0.285471372,0.003413627,0,Y,Y,2.128367143,0.991222349,21.05263158,8.057407024,UP,517,32,6.189555126,4.255223717,94.73684211,35.06054032,HP,8.057407024,35.06054032,8.057407024,35.06054032,21.55897367,UP,HP,UP,2345189.645,Least Concern (LC),1888,1852,Vulnerable (VU),Vulnerable (VU),Elymus hystrix,accepted,137644,G5,G5,2016,<5 years,12/23/1992,5/13/2016,,,,AL(SNR); AR(SNR); CT(SNR); DC(SNR); DE(S2); GA(S4S5); IA(S5); IL(S5); IN(SNR); KS(SNR); KY(S5); MA(SNR); MD(SNR); ME(S3); MI(SNR); MN(SNR); MO(SNR); NC(SNR); ND(SNR); NE(SNR); NH(SNR); NJ(SNR); NM(SNR); NY(S5); OH(SNR); OK(S2S3); PA(SNR); RI(SNR); SC(SNR),MB(S2); NB(S1); NS(S1); ON(S5); QC(S3),,,,,,,,,,,,,,,,,,,,,,,,517,82,15.86073501,11.59465725,100,42.48513075,HP
Elymus interruptus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,66,17,17,17,2,0,64,17,17,0,17,0.832308249,0.693256046,0.8758662,0.317389846,1,0.792666667,0.588333333,0.792666667,0.207333333,0.588333333,0.333333333,0.795371332,0.006655253,1.05733945,0.807851417,-0.000162352,0.150627542,99.86681514,N,Y,3.125,0,0,1.041666667,UP,3,0,0,17.9464832,100,39.3154944,HP,1.041666667,39.3154944,1.041666667,39.3154944,20.17858053,UP,HP,UP,416.1945955,Endangered (EN),8,8,Critically Endangered (CR),Critically Endangered (CR),Elymus interruptus,accepted,733074,G5,G5,1993,>10 years,6/10/1993,7/1/1993,,,,AZ(SNR); NM(SNR); TX(SNR),,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,UP
Elymus lanceolatus,N,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1828,938,938,938,44,2,1784,936,938,2,936,0.869474031,0.848974685,0.92101331,0.427961375,0.81,0.78,0.3853,0.59,0.290973099,0.3853,0.761542696,0.773984722,0.401547417,3.37193453,0.307040928,0.35599654,0.002832016,0.00065788,Y,N,2.466367713,0.83226544,12.5,5.266211051,UP,782,84,10.74168798,12.05426293,100,40.93198363,HP,5.266211051,40.93198363,5.266211051,40.93198363,23.09909734,UP,HP,UP,8540188.512,Least Concern (LC),2452,2456,Possible Near Threatened (NT),Possible Near Threatened (NT),Elymus lanceolatus,accepted,817327,G5,G5,2016,<5 years,7/29/2008,7/7/2016,,Common and widespread in Canada.,,ND(SNR); OR(SNR),BC(S5); MB(S3); YT(S3S4),,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Elymus lanceolatus subsp. lanceolatus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1133,496,496,496,32,1,1101,495,495,1,494,0.907357415,0.876938424,0.935847973,0.441090451,0.8223,0.8434,0.3743,0.6657,0.238528685,0.3743,0.760243901,0.83760876,0.370695362,4.71832208,0.286669246,0.307203765,0.002755915,0.006401082,Y,Y,2.906448683,0.825316985,7.407407407,3.713057692,UP,362,31,8.563535912,9.671559073,85.18518519,34.47342672,HP,3.713057692,34.47342672,3.713057692,34.47342672,19.09324221,UP,HP,UP,4089934.952,Least Concern (LC),964,956,Vulnerable (VU),Vulnerable (VU),Elymus lanceolatus subsp. lanceolatus,accepted,131681,G5T5,T5,2016,<5 years,11/21/1996,4/12/2016,,,,AK(SNR); AZ(SNR); CA(SNR); CO(SNR); ID(SNR); IL(SNR); MI(SNR); MT(SNR); ND(SNR); NE(SNR); NM(SNR); NV(SNR); OR(SNR); SD(SNR); WA(SNR); WI(SNR); WY(SNR),AB(SNR); BC(S4); MB(S3); ON(SNA); SK(S5),,,,,,,,,,,,,,,,,,,,,,,,362,177,48.89502762,64.34811846,81.48148148,64.90820919,MP
Elymus lanceolatus subsp. psammophilus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,88,34,34,34,4,0,84,34,34,0,34,0.972232134,0.915380786,0.88572811,0.529652676,0.918666667,0.9195,0.355333333,0.838166667,0.123509823,0.355333333,0.837301587,0.918268753,0.202747345,12.95192626,0.174541945,0.105804198,0.006456227,0.899142114,Y,Y,4.761904762,0,0,1.587301587,UP,25,6,24,9.369710528,85.71428571,39.69466541,HP,1.587301587,39.69466541,1.587301587,39.69466541,20.6409835,UP,HP,UP,3299802.525,Least Concern (LC),76,76,Endangered (EN),Endangered (EN),Elymus lanceolatus subsp. psammophilus,accepted,156673,G5T3,T3,1998,>10 years,7/24/1998,6/26/1998,,Elymus lanceolatus ssp. psammophilus is a regional endemic of sand beach dunes with 50-100 documented occurrences.,,MI(SNR); OR(SNR); WA(SNR); WI(S2),MB(S1); ON(S3); SK(S2S3),,,,,,,,,,,,,,,,,,,,,,,,25,2,8,11.92725444,42.85714286,20.92813243,UP
Elymus lanceolatus subsp. riparius,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,111,46,46,46,0,0,111,46,46,0,46,0.929135849,0.821728188,0.822915785,0.498812403,0.8764,0.8519,0.4075,0.7283,0.202842926,0.4075,0.658333333,0.846637179,0.099735744,4.499890614,0.392156208,0.036618912,0.010462457,2.298375648,Y,Y,0,0,0,0,UP,29,2,6.896551724,9.667701067,100,38.85475093,HP,0,38.85475093,0,38.85475093,19.42737547,UP,HP,UP,918480.8098,Least Concern (LC),84,84,Endangered (EN),Endangered (EN),Elymus lanceolatus subsp. riparius,accepted,938657,G5TNR,TNR,,Not Ranked,,,,,,,BC(S4); SK(S5),,,,,,,,,,,,,,,,,,,,,,,,29,17,58.62068966,70.37684751,100,76.33251239,LP
Elymus macgregorii,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,534,85,85,85,3,0,531,85,85,0,85,0.882732461,0.827900682,0.848573681,0.479327,0.8073,0.7878,0.3712,0.5951,0.311837624,0.3712,0.668560606,0.781344418,0.129710945,3.838337056,0.417416267,0.062396844,0.008912123,1.181307073,Y,Y,0.564971751,0,0,0.188323917,UP,65,2,3.076923077,3.903471264,93.75,33.57679811,HP,0.188323917,33.57679811,0.188323917,33.57679811,16.88256102,UP,HP,UP,3313186.907,Least Concern (LC),248,244,Endangered (EN),Endangered (EN),Elymus macgregorii,accepted,791665,G5,G5,2017,<5 years,7/10/2017,7/10/2017,,,,DE(SU); GA(S1?); IN(SNR); KY(SNR); MA(S2?); ME(S2); NH(SU); RI(SH); VA(SNR); VT(SH),ON(S1?),,,,,,,,,,,,,,,,,,,,,,,,65,5,7.692307692,11.04451113,100,39.57893961,HP
Elymus macrourus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1054,717,717,717,7,4,1047,713,681,4,677,0.884099014,0.855902913,0.92660214,0.429300773,0.8378,0.7706,0.3833,0.6084,0.281372669,0.3833,0.761083612,0.763206031,0.315026982,3.254659883,0.313598699,0.243508626,0.003864572,0.037163385,Y,Y,0.668576886,1.052804701,14.28571429,5.335698624,UP,431,132,30.62645012,25.8967321,95.23809524,50.58709248,MP,5.335698624,50.58709248,5.335698624,50.58709248,27.96139555,UP,MP,HP,6242408.665,Least Concern (LC),1284,1276,Vulnerable (VU),Vulnerable (VU),Elymus macrourus,accepted,159501,G5?,G5,2016,<5 years,12/5/1994,8/26/2016,,,,AK(SNR),NT(S4); YT(S4),,,,,,,,,,,,,,,,,,,,,,,,431,116,26.91415313,40.69255152,66.66666667,44.75779044,HP
Elymus multisetus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1639,1123,1123,1123,44,30,1595,1093,1119,30,1089,0.885862937,0.875800167,0.940481526,0.435318641,0.8249,0.8075,0.3634,0.6324,0.260567412,0.3634,0.809869998,0.80446317,0.487838505,4.184352293,0.236817631,0.450000851,0.00134937,0,Y,Y,2.75862069,12.72822296,37.5,17.66228122,UP,904,138,15.26548673,15.38362197,87.5,39.38303623,HP,17.66228122,39.38303623,17.66228122,39.38303623,28.52265872,UP,HP,HP,1228291.667,Least Concern (LC),2444,2436,Possible Near Threatened (NT),Possible Near Threatened (NT),Elymus multisetus,accepted,137118,G5,G5,1993,>10 years,6/10/1993,5/7/1993,,,,AZ(SNR); CA(SNR); CO(SNR); ID(SNR); NV(SNR); OR(SNR); UT(SNR); WA(SNR); WY(SNR),,,,,,,,,,,,,,,,,,,,,,,,,904,358,39.60176991,43.5021117,100,61.0346272,MP
Elymus riparius,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1582,491,491,491,8,1,1574,490,491,1,490,0.921203006,0.910789463,0.911363857,0.499425606,0.865,0.8401,0.2922,0.7051,0.209763116,0.2922,0.844209641,0.837024263,0.442888006,5.235418016,0.186225723,0.37505427,0.001497966,0,Y,Y,0.508259212,0.233936666,18.75,6.497398626,UP,407,18,4.422604423,3.408368717,100,35.94365771,HP,6.497398626,35.94365771,6.497398626,35.94365771,21.22052817,UP,HP,UP,3503170.172,Least Concern (LC),1480,1480,Vulnerable (VU),Vulnerable (VU),Elymus riparius,accepted,156494,G5,G5,2016,<5 years,4/24/1984,8/1/2016,,,,AR(SNR); CT(SNR); DC(SNR); DE(S3); FL(SNR); GA(S4?); IA(S3); IL(S3); IN(SNR); KS(SNR); KY(S5); MA(SNR); MD(SNR); ME(SNR); MI(SNR); MO(SNR); NC(S1S2); NE(SNR); NH(SNR); NJ(S4); NM(SNR); NY(S5); OH(SNR); PA(SNR); RI(SNR); SC(SNR); TN(SNR); VA(S5); VT(SNR);,ON(S4); QC(S2S3),,,,,,,,,,,,,,,,,,,,,,,,407,61,14.98771499,13.88867226,93.75,40.87546242,HP
Elymus scribneri,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1982,1165,1164,1164,7,0,1975,1164,1163,0,1163,0.96513845,0.958868518,0.965963417,0.492905101,0.9089,0.9129,0.2534,0.8218,0.12662426,0.2534,0.899242366,0.911104006,0.725949699,10.29159156,0.110584041,0.713853548,0.001048294,0,Y,Y,0.35443038,0,0,0.11814346,UP,1017,383,37.65978368,26.78570379,93.33333333,52.59294027,MP,0.11814346,52.59294027,0.11814346,52.59294027,26.35554186,UP,MP,HP,2141830.999,Least Concern (LC),2924,2876,Possible Near Threatened (NT),Possible Near Threatened (NT),Elymus scribneri,accepted,146841,G5,G5,1993,>10 years,6/10/1993,5/7/1993,,,,AZ(SNR); CA(S3); CO(SNR); ID(SNR); MT(S4?); NM(SNR); NV(SNR); OR(SNR); UT(SNR); WA(SNR); WY(S3),AB(S2),,,,,,,,,,,,,,,,,,,,,,,,1017,891,87.61061947,87.63835733,93.33333333,89.52743671,LP
Elymus sierrae,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,131,91,91,91,4,0,127,91,91,0,91,0.981367942,0.961021118,0.970972509,0.490048609,0.9307,0.9745,0.2736,0.9052,0.074266584,0.2736,0.909920635,0.973301225,0.612286603,40.23934343,0.093359611,0.567176013,0.002843321,0,Y,Y,3.149606299,0,0,1.049868766,UP,69,45,65.2173913,61.97133351,100,75.72957494,LP,1.049868766,75.72957494,1.049868766,75.72957494,38.38972185,UP,LP,HP,186723.9569,Least Concern (LC),196,200,Endangered (EN),Endangered (EN),Elymus sierrae,accepted,152361,G3G4,G3,1993,>10 years,6/10/1993,5/7/1993,,Large area with lots of habitat.,,CA(SNR); NV(SNR),,,,,,,,,,,,,,,,,,,,,,,,,69,62,89.85507246,93.13147521,100,94.32884922,LP
Elymus stebbinsii,N,1B,Food,Cereals and pseudocereals,Elymus,Wheat,284,245,245,245,0,0,284,245,244,0,244,0.966778967,0.947250932,0.965291462,0.48195947,0.9077,0.9162,0.2856,0.8239,0.127056509,0.2856,0.858265265,0.907585114,0.553109081,11.39392942,0.156024353,0.507747439,0.002278373,0.178379503,Y,N,0,0,0,0,UP,184,26,14.13043478,18.04482965,100,44.05842148,HP,0,44.05842148,0,44.05842148,22.02921074,UP,HP,UP,200615.6119,Least Concern (LC),384,372,Endangered (EN),Endangered (EN),Elymus stebbinsii,accepted,138938,G2G4,G3,2004,>10 years,5/4/2004,5/4/2004,,Occurs in CA (Inner North Coast Ranges; Sierra Nevada; South Coast Ranges; Transverse Ranges; Peninsular Ranges) on dry slopes; chaparral; and coniferous forests; less than 1600 m elevation (Hickman 1993).,,CA(SNR),,,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Elymus stebbinsii subsp. septentrionalis,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,49,30,30,30,0,0,49,30,30,0,30,0.968652777,0.939888912,0.891269138,0.548619774,0.8977,0.9266,0.3948,0.8243,0.133054236,0.3948,0.836666667,0.918610699,0.291020459,10.96106782,0.172974548,0.189051162,0.002963509,2.762260697,Y,Y,0,0,0,0,UP,27,0,0,5.878400293,100,35.2928001,HP,0,35.2928001,0,35.2928001,17.64640005,UP,HP,UP,137526.8932,Least Concern (LC),96,84,Endangered (EN),Endangered (EN),Elymus stebbinsii subsp. septentrionalis,accepted,733096,G2G4TNR,TNR,,Not Ranked,,,,,,CA(SNR),,,,,,,,,,,,,,,,,,,,,,,,,27,8,29.62962963,46.68054103,100,58.77005689,MP
Elymus stebbinsii subsp. stebbinsii,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,30,11,11,11,0,0,30,11,11,0,11,0.96629356,0.907433945,0.98062176,0.426812185,0.95,0.917666667,0.492666667,0.867666667,0.112957781,0.492666667,0.8,0.9174003,0.201591514,8.893098281,0.205087406,0.102811003,0.008348681,7.248459321,Y,Y,0,0,0,0,UP,9,3,33.33333333,32.41182564,100,55.24838632,MP,0,55.24838632,0,55.24838632,27.62419316,UP,MP,HP,60188.41298,Least Concern (LC),32,32,Endangered (EN),Endangered (EN),Elymus stebbinsii subsp. stebbinsii,accepted,733099,G2G4T2T4,T3,2004,>10 years,5/4/2004,5/4/2004,,Endemic to California; found only in five counties (Kartesz 2003 draft). At least four EOs.  No habitat info available for this taxon; but full species occurs in dry slopes; chaparral; and coniferous forests (The Jepson Flora Project; no date).,,CA(SNR),,,,,,,,,,,,,,,,,,,,,,,,,9,6,66.66666667,80.70351759,100,82.45672808,LP
Elymus trachycaulus,N,1B,Food,Cereals and pseudocereals,Elymus,Wheat,6231,3710,3710,3710,170,14,6061,3696,3691,13,3678,0.879216845,0.874905438,0.913907358,0.460998079,0.8059,0.802,0.3955,0.6079,0.277637055,0.3955,0.798922828,0.797892321,0.580524465,3.982569756,0.252012682,0.5759633,0.00085367,0,Y,N,2.804817687,1.813767906,25.92592593,10.18150384,UP,2764,461,16.67872648,14.59394934,94.44444444,41.90570676,HP,10.18150384,41.90570676,10.18150384,41.90570676,26.0436053,UP,HP,HP,20787473.27,Least Concern (LC),7008,7012,Least Concern (LC),Least Concern (LC),Elymus trachycaulus,accepted,152628,G5,G5,2016,<5 years,2/24/1988,5/16/2016,,,,AK(SNR); AZ(SNR); CA(SNR); CO(SNR); CT(SU); IA(SNR); ID(SNR); IL(S1); IN(SNR); KS(SNR); KY(SNR); MA(SNR); ME(SNR); MI(SNR); MN(SNR); MO(SNR); MT(S4S5); NC(S1); ND(SNR); NE(SNR); NH(SNR); NJ(S1); NM(SNR); NV(SNR); NY(SNR); OH(S2); OR(SNR); PA(S3); SD(SNR);,AB(S5); BC(S5); LB(S5); MB(S5); NB(S4S5); NF(S5); NS(S4); NT(S5); NU(S2); ON(S5); PE(S2); QC(S5); SK(S5); YT(S5),,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
