,Crop,sci_nam,scntfcN,vrbtmSN,ECO_CODE,ECO_NAME,ECODE_NAME,PRENAME,PRFNAME,geometry,
1104,Fescue,Festuca ovina,Festuca ovina L.,Festuca ovina,NA0606,Hudson Plains,NA0606. Hudson Plains,Quebec,Quebec,c(-78.25, 52.55)
1105,Fescue,Festuca ovina,Festuca ovina L.,Festuca ovina,NA0606,Hudson Plains,NA0606. Hudson Plains,Manitoba,Manitoba,c(-94.23, 58.78)
1106,Fescue,Festuca ovina,Festuca ovina L.,Festuca ovina,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-115.57, 51.18)
1107,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.15288, 49.295973)
1108,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus,NA0515,Pacific Northwest Coast,NA0515. Pacific Northwest Coast,British Columbia,Colombie-Britannique,c(-125.675654, 49.006554)
1109,Sunflower,Helianthus laetiflorus,Helianthus laetiflorus Pers.,Helianthus �?laetiflorus Pers.,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-85, 48)
1110,Beech,Fagus grandifolia,Fagus grandifolia Ehrh.,Fagus grandifolia Ehrh.,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Quebec,Quebec,c(-71.45, 46.73)
1111,Sainfoin,Hedysarum boreale,Hedysarum boreale var. mackenziei (Richardson) C.L.Hitchcock,Hedysarum boreale Nutt. var. mackenziei (Richardson) C. L. Hitchc.,NA1107,Northern Arctic,NA1107. Northern Arctic,Nunavut,Nunavut,c(-105.0528, 69.1139)
1112,Sainfoin,Hedysarum alpinum,Hedysarum alpinum L.,Hedysarum alpinum L.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-117.36506, 52.98604)
1113,Sainfoin,Hedysarum alpinum,Hedysarum alpinum var. americanum Michx.,Hedysarum alpinum var. americanum Michx.,NA0605,Eastern Taiga Shield,NA0605. Eastern Taiga Shield,Quebec,Quebec,c(-68.3, 58.133333)
1114,Sainfoin,Hedysarum boreale,Hedysarum boreale subsp. mackenziei (Richardson) S.L.Welsh,Hedysarum boreale subsp. mackenziei (Richards.) Welsh,NA0605,Eastern Taiga Shield,NA0605. Eastern Taiga Shield,Quebec,Quebec,c(-69.066667, 57)
1115,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus Willdenow,NA0605,Eastern Taiga Shield,NA0605. Eastern Taiga Shield,Quebec,Quebec,c(-68.4, 58.1)
1116,Lathyrus,Lathyrus palustris,Lathyrus palustris L.,Lathyrus palustris Linnaeus,NA0605,Eastern Taiga Shield,NA0605. Eastern Taiga Shield,Quebec,Quebec,c(-77.55, 55.3)
1117,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus Willdenow,NA0605,Eastern Taiga Shield,NA0605. Eastern Taiga Shield,Nunavut,Nunavut,c(-79.666667, 54.833333)
1118,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus Willdenow,NA1108,Southern Arctic,NA1108. Southern Arctic,Quebec,Quebec,c(-76.516667, 56.9)
1119,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus Willdenow,NA0605,Eastern Taiga Shield,NA0605. Eastern Taiga Shield,Newfoundland and Labrador,Terre-Neuve-et-Labrador,c(-61.933333, 56.8)
1120,Bromegrass,Bromus inermis,Bromus inermis Leyss.,Bromus inermis Leyss.,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Quebec,Quebec,c(-71.504314, 46.733795)
1121,Sainfoin,Hedysarum boreale,Hedysarum boreale subsp. mackenziei (Richardson) S.L.Welsh,Hedysarum boreale subsp. mackenziei (Richards.) Welsh,NA1108,Southern Arctic,NA1108. Southern Arctic,Quebec,Quebec,c(-70.083333, 58.8)
1122,Lathyrus,Lathyrus palustris,Lathyrus palustris L.,Lathyrus palustris Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Quebec,Quebec,c(-74.5, 45.033333)
1123,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus Willdenow,NA1107,Northern Arctic,NA1107. Northern Arctic,Quebec,Quebec,c(-78.083333, 60.816667)
1124,Mint,Mentha arvensis,Mentha arvensis L.,Mentha arvensis Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Quebec,Quebec,c(-74.5, 45.033333)
1125,Lathyrus,Lathyrus japonicus,Lathyrus maritimus subsp. pubescens (Hartm.) C.Regel,Lathyrus maritimus subsp. pubescens (Hartman) Regel,NA1102,Alaska-Yukon Arctic,NA1102. Alaska-Yukon Arctic,Yukon,Yukon,c(-137.245, 68.9333)
1126,Sainfoin,Hedysarum alpinum,Hedysarum alpinum f. albiflorum (Standl.) Cody,Hedysarum alpinum L. forma albiflorum,NA0602,Boreal Cordillera,NA0602. Boreal Cordillera,Yukon,Yukon,c(-136.827606, 62.577736)
1127,Sainfoin,Hedysarum boreale,Hedysarum boreale subsp. mackenziei (Richardson) S.L.Welsh,Hedysarum boreale subsp. mackenziei (Richards.) F.G. Meyer,NA1107,Northern Arctic,NA1107. Northern Arctic,Northwest Territories,Territoires du Nord-Ouest,c(-125.231378, 71.990356)
1128,Sainfoin,Hedysarum alpinum,Hedysarum alpinum L.,Hedysarum alpinum L.,NA1107,Northern Arctic,NA1107. Northern Arctic,Northwest Territories,Territoires du Nord-Ouest,c(-123.810342, 71.672447)
1129,Sainfoin,Hedysarum alpinum,Hedysarum alpinum L.,Hedysarum alpinum L.,NA1102,Alaska-Yukon Arctic,NA1102. Alaska-Yukon Arctic,Yukon,Yukon,c(-136.68253, 68.86294)
1130,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus Willd.,NA0604,Boreal Shield,NA0604. Boreal Shield,Newfoundland and Labrador,Terre-Neuve-et-Labrador,c(-57.916922, 49.590875)
1131,Flax,Linum perenne,Linum perenne L.,Linum perenne L.,NA0568,Okanagan,NA0568. Okanagan,British Columbia,Colombie-Britannique,c(-119.590639, 49.614167)
1132,Birch,Betula occidentalis,Betula occidentalis Hook.,Betula occidentalis Hook.,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.892389, 54.511278)
1133,Birch,Betula populifolia,Betula populifolia Marshall,Betula populifolia Marsh.,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.0341, 45.28732)
1134,Sainfoin,Hedysarum boreale,Hedysarum boreale subsp. mackenziei (Richardson) S.L.Welsh,Hedysarum boreale Nutt. subsp. mackenziei (Richards.) Welsh,NA0606,Hudson Plains,NA0606. Hudson Plains,Manitoba,Manitoba,c(-92.80773449, 57.82784024)
1135,Bromegrass,Bromus inermis,Bromus inermis Leyss.,Bromus inermis Leyss.,NA0603,Boreal Plains,NA0603. Boreal Plains,Manitoba,Manitoba,c(-97.623528, 51.172333)
1136,Larch,Larix laricina,Larix laricina (Du Roi) K.Koch,Larix laricina (Du Roi) K. Koch,NA0811,Northern Tallgrass Prairie,NA0811. Northern Tallgrass Prairie,Manitoba,Manitoba,c(-96.315833, 49.123194)
1137,Larch,Larix laricina,Larix laricina (Du Roi) K.Koch,Larix laricina (Du Roi) K. Koch,NA0604,Boreal Shield,NA0604. Boreal Shield,Manitoba,Manitoba,c(-99.987278, 56.494528)
1138,Bromegrass,Bromus inermis,Bromus inermis Leyss.,Bromus inermis Leyss.,NA0811,Northern Tallgrass Prairie,NA0811. Northern Tallgrass Prairie,Manitoba,Manitoba,c(-97.470639, 49.854194)
1139,Flax,Linum sulcatum,Linum sulcatum Riddell,Linum sulcatum Riddell,NA0811,Northern Tallgrass Prairie,NA0811. Northern Tallgrass Prairie,Manitoba,Manitoba,c(-96.712333, 49.089389)
1140,Larch,Larix laricina,Larix laricina (Du Roi) K.Koch,Larix laricina (Du Roi) K. Koch,NA0606,Hudson Plains,NA0606. Hudson Plains,Manitoba,Manitoba,c(-93.379806, 57.649722)
1141,Bromegrass,Bromus porteri,Bromus porteri Nash,Bromus porteri (Coult.) Nash,NA0603,Boreal Plains,NA0603. Boreal Plains,Manitoba,Manitoba,c(-97.395944, 51.241306)
1142,Larch,Larix laricina,Larix laricina (Du Roi) K.Koch,Larix laricina (Du Roi) K. Koch,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Manitoba,Manitoba,c(-96.2765, 49.659139)
1143,Mint,Mentha arvensis,Mentha arvensis L.,Mentha arvensis L.,NA0811,Northern Tallgrass Prairie,NA0811. Northern Tallgrass Prairie,Manitoba,Manitoba,c(-96.739528, 49.314389)
1144,Birch,Betula lenta,Betula lenta L.,Betula lenta L.,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.25081, 49.25408)
1145,Ash,Fraxinus pennsylvanica,Fraxinus pennsylvanica Marshall,Fraxinus pennsylvanica Marshall,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.25081, 49.25408)
1146,Larch,Larix occidentalis,Larix occidentalis Nutt.,Larix occidentalis Nutt.,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.25081, 49.25408)
1147,Larch,Larix laricina,Larix laricina (Du Roi) K.Koch,Larix laricina (Du Roi) K.Koch,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.25081, 49.25408)
1148,Ash,Fraxinus quadrangulata,Fraxinus quadrangulata Michx.,Fraxinus quadrangulata Michx.,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.25081, 49.25408)
1149,Birch,Betula occidentalis,Betula occidentalis Hook.,Betula occidentalis Hook.,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.25081, 49.25408)
1150,Beech,Fagus grandifolia,Fagus grandifolia Ehrh.,Fagus grandifolia Ehrh.,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.25081, 49.25408)
1151,Larch,Larix lyallii,Larix lyallii Parl.,Larix lyallii Parl.,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA0517. Willamette Valley - Puget Trough - Georgia Basin,British Columbia,Colombie-Britannique,c(-123.25081, 49.25408)
1152,Mint,Mentha arvensis,Mentha arvensis L.,Mentha arvensis L.,NA0604,Boreal Shield,NA0604. Boreal Shield,Newfoundland and Labrador,Terre-Neuve-et-Labrador,c(-58.566667, 48.4)
1153,Ash,Fraxinus pennsylvanica,Fraxinus pennsylvanica Marshall,Fraxinus pennsylvanica Marsh,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Quebec,Quebec,c(-71.0951, 46.8572)
1154,Sainfoin,Hedysarum boreale,Hedysarum mackenzii Richardson,Hedysarum mackenzii Richardson,NA0608,Taiga Plains,NA0608. Taiga Plains,Northwest Territories,Territoires du Nord-Ouest,c(-121.366667, 61.866667)
1155,Sainfoin,Hedysarum alpinum,Hedysarum alpinum var. americanum Michx.,Hedysarum alpinum L. var. americanum Michx.,NA0608,Taiga Plains,NA0608. Taiga Plains,Northwest Territories,Territoires du Nord-Ouest,c(-134.133333, 68.7)
1156,Larch,Larix lyallii,Larix lyallii Parl.,Larix lyallii Parl.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,British Columbia,Colombie-Britannique,c(-117, 51.5)
1157,Sunflower,Helianthus laetiflorus,Helianthus laetiflorus Pers.,Helianthus llaetiflorus Pers.,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.7, 45.416667)
1158,Larch,Larix laricina,Larix laricina (Du Roi) K.Koch,Larix laricina (Du Roi) K.Koch,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,New Brunswick,Nouveau-Brunswick,c(-64.914833, 46.829333)
1159,Birch,Betula occidentalis,Betula occidentalis Hook.,Betula occidentalis Hook.,NA0808,Fescue-Mixed Grass Prairie,NA0808. Fescue-Mixed Grass Prairie,Alberta,Alberta,c(-113.983333, 50.866667)
1160,Bromegrass,Bromus vulgaris,Bromus vulgaris (Hook.) Shear,Bromus vulgaris (Hook.) Shear,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,British Columbia,Colombie-Britannique,c(-117.833333, 51.5)
1161,Bromegrass,Bromus carinatus,Bromus hookerianus Thurb.,Bromus hookerianus Thurb.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,British Columbia,Colombie-Britannique,c(-117, 51.5)
1162,Birch,Betula occidentalis,Betula occidentalis Hook.,Betula occidentalis Hook.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,British Columbia,Colombie-Britannique,c(-117.833333, 51.5)
1163,Sainfoin,Hedysarum sulphurescens,Hedysarum sulphurescens Rydb.,Hedysarum sulphurescens Rydb.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,British Columbia,Colombie-Britannique,c(-117.833333, 51.5)
1164,Sainfoin,Hedysarum boreale,Hedysarum mackenzii Richardson,Hedysarum mackenzii Richardson,NA0610,Yukon Plateau And Flats,NA0610. Yukon Plateau and Flats,Yukon,Yukon,c(-139.433333, 63.316667)
1165,Sainfoin,Hedysarum boreale,Hedysarum boreale var. cinerascens (Rydb.) Rollins,Hedysarum boreale Nutt. var. cinerascens (Rydb.) Rollins,NA0810,Northern Great Plains Steppe,NA0810. Northern Great Plains Steppe,Saskatchewan,Saskatchewan,c(-108.783333, 50.066667)
1166,Larch,Larix laricina,Larix laricina (Du Roi) K.Koch,Larix laricina (Du Roi) K.Koch,NA0609,Western Taiga Shield,NA0609. Western Taiga Shield,Northwest Territories,Territoires du Nord-Ouest,c(-114.366667, 62.45)
1167,Wild Rye,Elymus sibiricus,Elymus sibiricus L.,Elymus sibiricus L.,NA0608,Taiga Plains,NA0608. Taiga Plains,Northwest Territories,Territoires du Nord-Ouest,c(-123.383333, 61.05)
1168,Bromegrass,Bromus vulgaris,Bromus vulgaris (Hook.) Shear,Bromus vulgaris (Hook.) Shear,NA0513,Montane Cordillera,NA0513. Montane Cordillera,British Columbia,Colombie-Britannique,c(-122.383333, 52.8)
1169,Bromegrass,Bromus anomalus,Bromus anomalus Rupr.,Bromus anomalus Rupr.,NA0513,Montane Cordillera,NA0513. Montane Cordillera,British Columbia,Colombie-Britannique,c(-122.516667, 51.933333)
1170,Sainfoin,Hedysarum alpinum,Hedysarum americanum (Michx.) Britton,Hedysarum americanum (Michaux ex Pursh) Britton,NA1108,Southern Arctic,NA1108. Southern Arctic,Nunavut,Nunavut,c(-115.368028, 67.744472)
1171,Birch,Betula occidentalis,Betula fontinalis Sarg.,Betula fontinalis,NA0610,Yukon Plateau And Flats,NA0610. Yukon Plateau and Flats,Yukon,Yukon,c(-138.87, 63.88)
1172,Birch,Betula occidentalis,Betula occidentalis Hook.,Betula occidentalis,NA1109,Taiga Cordillera,NA1109. Taiga Cordillera,Northwest Territories,Territoires du Nord-Ouest,c(-127.5, 62.07)
1173,Bromegrass,Bromus carinatus,Bromus sitchensis var. carinatus (Hook. & Arn.) R.E.Brainerd & Otting,Bromus sitchensis Trin. var. carinatus (Hooker & Arnott) R.E. Brainerd & Otting,NA0568,Okanagan,NA0568. Okanagan,British Columbia,Colombie-Britannique,c(-120.800561, 49.066713)
1174,Birch,Betula occidentalis,Betula occidentalis Hook.,Betula occidentalis Hook.,NA1108,Southern Arctic,NA1108. Southern Arctic,Nunavut,Nunavut,c(-116.138417, 67.114194)
1175,Birch,Betula occidentalis,Betula occidentalis Hook.,Betula occidentalis Hook.,NA0604,Boreal Shield,NA0604. Boreal Shield,Manitoba,Manitoba,c(-101.052858, 56.839642)
1176,Bromegrass,Bromus inermis,Bromus inermis Leyss.,Bromus inermis Leyss.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-117.3304542, 53.02106034)
1177,Bromegrass,Bromus inermis,Bromus inermis Leyss.,Bromus inermis Leyss.,NA0604,Boreal Shield,NA0604. Boreal Shield,Manitoba,Manitoba,c(-101.05, 56.85)
1178,Sainfoin,Hedysarum boreale,Hedysarum boreale subsp. mackenziei (Richardson) S.L.Welsh,Hedysarum boreale subsp. mackenziei (Richardson) S.L. Welsh,NA1108,Southern Arctic,NA1108. Southern Arctic,Northwest Territories,Territoires du Nord-Ouest,c(-121.923889, 68.325556)
1179,Lathyrus,Lathyrus nevadensis,Lathyrus nevadensis S.Watson,Lathyrus nevadensis S. Watson,NA0568,Okanagan,NA0568. Okanagan,British Columbia,Colombie-Britannique,c(-120.875917, 50.04962)
1180,Sainfoin,Hedysarum boreale,Hedysarum boreale subsp. mackenziei (Richardson) S.L.Welsh,Hedysarum boreale Nutt. ssp. mackenziei (Richardson) S. L. Welsh,NA1108,Southern Arctic,NA1108. Southern Arctic,Nunavut,Nunavut,c(-116.045694, 67.241472)
1181,Birch,Betula occidentalis,Betula occidentalis Hook.,Betula occidentalis Hook.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-118.086736, 53.010736)
1182,Larch,Larix occidentalis,Larix occidentalis Nutt.,Larix occidentalis Nutt.,NA0568,Okanagan,NA0568. Okanagan,British Columbia,Colombie-Britannique,c(-119.336111, 49.038611)
1183,Bromegrass,Bromus carinatus,Bromus sitchensis var. carinatus (Hook. & Arn.) R.E.Brainerd & Otting,Bromus sitchensis Trin. var. carinatus (Hooker & Arnott) R.E. Brainerd & Otting,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-113.4811497, 49.00202272)
1184,Bromegrass,Bromus carinatus,Bromus sitchensis var. carinatus (Hook. & Arn.) R.E.Brainerd & Otting,Bromus sitchensis Trin. var. carinatus (Hooker & Arnott) R.E. Brainerd & Otting,NA0810,Northern Great Plains Steppe,NA0810. Northern Great Plains Steppe,Alberta,Alberta,c(-110.283333, 49.616667)
1185,Lathyrus,Lathyrus palustris,Lathyrus palustris L.,Lathyrus palustris L.,NA0811,Northern Tallgrass Prairie,NA0811. Northern Tallgrass Prairie,Manitoba,Manitoba,c(-97.592444, 50.211444)
1186,Lathyrus,Lathyrus palustris,Lathyrus palustris L.,Lathyrus palustris L.,NA0801,Aspen Parkland,NA0801. Aspen Parkland,Manitoba,Manitoba,c(-99.824806, 49.706167)
1187,Ash,Fraxinus pennsylvanica,Fraxinus pennsylvanica Marshall,Fraxinus pennsylvanica Marsh.,NA0811,Northern Tallgrass Prairie,NA0811. Northern Tallgrass Prairie,Manitoba,Manitoba,c(-97.1425, 49.752778)
1188,Ash,Fraxinus pennsylvanica,Fraxinus pennsylvanica var. austinii Fernald,Fraxinus pennsylvanica Marsh. var. austini Fern.,NA0603,Boreal Plains,NA0603. Boreal Plains,Manitoba,Manitoba,c(-99.36425, 53.158028)
1189,Lathyrus,Lathyrus palustris,Lathyrus palustris L.,Lathyrus palustris L.,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Manitoba,Manitoba,c(-95.2509896, 49.01018041)
1190,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus Willd.,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Manitoba,Manitoba,c(-95.393194, 49.064333)
1191,Sainfoin,Hedysarum alpinum,Hedysarum americanum (Michx.) Britton,Hedysarum americanum (Michaux ex Pursh) Britton,NA0603,Boreal Plains,NA0603. Boreal Plains,Manitoba,Manitoba,c(-97.454694, 51.066167)
1192,Lathyrus,Lathyrus venosus,Lathyrus venosus Muhl. ex Willd.,Lathyrus venosus Muhl. ex Willd.,NA0603,Boreal Plains,NA0603. Boreal Plains,Manitoba,Manitoba,c(-97.456306, 51.060833)
1193,Mint,Mentha arvensis,Mentha arvensis L.,Mentha arvensis L.,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Ontario,Ontario,c(-94.979985, 49.594549)
1194,Lathyrus,Lathyrus venosus,Lathyrus venosus Muhl. ex Willd.,Lathyrus venosus Muhl. ex Willd.,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Manitoba,Manitoba,c(-96.047778, 49.021806)
1195,Sainfoin,Hedysarum sulphurescens,Hedysarum sulphurescens Rydb.,Hedysarum sulphurescens Rydb.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-114.49574, 49.49562)
1196,Sainfoin,Hedysarum boreale,Hedysarum cinerascens Rydb.,Hedysarum cinerascens,NA0808,Fescue-Mixed Grass Prairie,NA0808. Fescue-Mixed Grass Prairie,Alberta,Alberta,c(-112.818333, 49.7)
1197,Sainfoin,Hedysarum alpinum,Hedysarum alpinum L.,Hedysarum alpinum,NA0808,Fescue-Mixed Grass Prairie,NA0808. Fescue-Mixed Grass Prairie,Saskatchewan,Saskatchewan,c(-104.617778, 50.45)
1198,Sainfoin,Hedysarum alpinum,Hedysarum alpinum L.,Hedysarum alpinum,NA0801,Aspen Parkland,NA0801. Aspen Parkland,Saskatchewan,Saskatchewan,c(-103.67, 50.533333)
1199,Sainfoin,Hedysarum boreale,Hedysarum boreale Nutt.,Hedysarum boreale,NA0808,Fescue-Mixed Grass Prairie,NA0808. Fescue-Mixed Grass Prairie,Saskatchewan,Saskatchewan,c(-106.958333, 52.358889)
1200,Sainfoin,Hedysarum boreale,Hedysarum boreale Nutt.,Hedysarum boreale,NA0602,Boreal Cordillera,NA0602. Boreal Cordillera,Yukon,Yukon,c(-138.772778, 61.260833)
1201,Sainfoin,Hedysarum alpinum,Hedysarum alpinum L.,Hedysarum alpinum,NA0603,Boreal Plains,NA0603. Boreal Plains,Alberta,Alberta,c(-111.466667, 59.516667)
1202,Sainfoin,Hedysarum alpinum,Hedysarum alpinum L.,Hedysarum alpinum,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Quebec,Quebec,c(-65.806944, 49.222222)
1203,Lathyrus,Lathyrus japonicus,Lathyrus japonicus Willd.,Lathyrus japonicus,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Quebec,Quebec,c(-67.702222, 48.786944)
1204,Sainfoin,Hedysarum sulphurescens,Hedysarum sulphurescens Rydb.,Hedysarum sulphurescens,NA0808,Fescue-Mixed Grass Prairie,NA0808. Fescue-Mixed Grass Prairie,Alberta,Alberta,c(-113.301667, 49.195)
1205,Ash,Fraxinus pennsylvanica,Fraxinus pennsylvanica Marshall,Fraxinus pennsylvanica,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-81.8433, 42.76456)
