Taxon,Family,Genus,species,rank 1,infraspecific 1,rank 2,infraspecific 2,Taxon 2019 final without ranks,Taxon_Khouryetal (2013),Taxon_GRIN Global_2019,CWR_WUS_common_name,Type,Priority 2013,Category 2019 very general,Category 2019 general,Category 2019,Category 2019 confirmed,GRIN Global CWR Primary,GRIN Global CWR Secondary,GRIN Global CWR Tertiary,GRIN Global CWR Graftstock,In GRIN Global  CWR 2019,For ex situ gap analysis,For in situ gap analysis,Note on relation 2019,Relation_to_crop_2013,GP_TG_2013,GP_TG_citation_2013,Occurrence general,Occurrence specific,Distribution_states,Nox_weed,Occurrence_notes,CWR_WUS_citation,Type,Associated_crop_taxon,Associated_crop_common name,Crop or WUS use_very general,Crop or WUS use_general,Crop or WUS use_1,Crop or WUS use_2,Crop or WUS use_3
Astragalus brandegeei,Fabaceae,Astragalus,brandegeei,,,,,Astragalus brandegeei,Astragalus brandegeei,,Brandegee's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CO, NM, UT",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus brauntonii,Fabaceae,Astragalus,brauntonii,,,,,Astragalus brauntonii,Astragalus brauntonii,,Braunton's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: CA,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus brazoensis,Fabaceae,Astragalus,brazoensis,,,,,Astragalus brazoensis,Astragalus brazoensis,,Brazos Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: TX,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus calycosus,Fabaceae,Astragalus,calycosus,,,,,Astragalus calycosus,Astragalus calycosus,,King's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CA, CO, ID, NM, NV, OR, UT, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus calycosus var. calycosus,Fabaceae,Astragalus,calycosus,var.,calycosus,,,Astragalus calycosus calycosus,Astragalus calycosus var. calycosus,,King's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CA, CO, ID, NV, OR, UT, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus calycosus var. monophyllidius,Fabaceae,Astragalus,calycosus,var.,monophyllidius,,,Astragalus calycosus monophyllidius,Astragalus calycosus var. monophyllidius,,One-leaflet Torrey Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: NV, UT",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus calycosus var. scaposus,Fabaceae,Astragalus,calycosus,var.,scaposus,,,Astragalus calycosus scaposus,Astragalus calycosus var. scaposus,,King's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CO, NM, NV, UT",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus camptopus,Fabaceae,Astragalus,camptopus,,,,,Astragalus camptopus,Astragalus camptopus,,Murphy's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: ID, OR",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus canadensis,Fabaceae,Astragalus,canadensis,,,,,Astragalus canadensis,Astragalus canadensis,,Canadian milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,,,,NSNDB 2010,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,restoration,
Astragalus canadensis var. brevidens,Fabaceae,Astragalus,canadensis,var.,brevidens,,,Astragalus canadensis brevidens,Astragalus canadensis var. brevidens,,Canadian Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CA, CO, ID, MT, NV, OR, UT, WA, WYCA: BC",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus canadensis var. canadensis,Fabaceae,Astragalus,canadensis,var.,canadensis,,,Astragalus canadensis canadensis,Astragalus canadensis var. canadensis,,Canadian Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AL, AR, CO, CT, GA, IA, ID, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NJ (extirpated), NM, NY, OH, OK, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WYCA: AB, BC, MB, NT, ON, QC, SK",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus canadensis var. mortonii,Fabaceae,Astragalus,canadensis,var.,mortonii,,,Astragalus canadensis mortonii,Astragalus canadensis var. mortonii,,Canadian Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: ID, MT, OR, WACA: BC",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus castaneiformis,Fabaceae,Astragalus,castaneiformis,,,,,Astragalus castaneiformis,Astragalus castaneiformis,,Chestnut Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, UT",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus ceramicus,Fabaceae,Astragalus,ceramicus,,,,,Astragalus ceramicus,Astragalus ceramicus,,Pottery Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CO, ID, KS, MT, ND, NE, NM, NV, OK, SD, TX, UT, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus ceramicus var. apus,Fabaceae,Astragalus,ceramicus,var.,apus,,,Astragalus ceramicus apus,Astragalus ceramicus var. apus,,Painted Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: ID, MT",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus ceramicus var. ceramicus,Fabaceae,Astragalus,ceramicus,var.,ceramicus,,,Astragalus ceramicus ceramicus,Astragalus ceramicus var. ceramicus,,Painted Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CO, KS, NM, NV, UT",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus ceramicus var. filifolius,Fabaceae,Astragalus,ceramicus,var.,filifolius,,,Astragalus ceramicus filifolius,Astragalus ceramicus var. filifolius,,Painted Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CO, KS, MT, ND, NE, NM, OK, SD, TX, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus chamaeleuce,Fabaceae,Astragalus,chamaeleuce,,,,,Astragalus chamaeleuce,Astragalus chamaeleuce,,Ground Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CO, MT, UT, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cibarius,Fabaceae,Astragalus,cibarius,,,,,Astragalus cibarius,Astragalus cibarius,,Browse Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CO, ID, MT, NV, UT, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus clarianus,Fabaceae,Astragalus,clarianus,,,,,Astragalus clarianus,Astragalus clarianus,,Napa Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: CA,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus coccineus,Fabaceae,Astragalus,coccineus,,,,,Astragalus coccineus,Astragalus coccineus,,Scarlet Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CA, NV",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus collinus,Fabaceae,Astragalus,collinus,,,,,Astragalus collinus,Astragalus collinus,,Rattle Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: ID, OR, WACA: BC",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus coltonii,Fabaceae,Astragalus,coltonii,,,,,Astragalus coltonii,Astragalus coltonii,,Colton's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CO, NM, UT, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus convallarius,Fabaceae,Astragalus,convallarius,,,,,Astragalus convallarius,Astragalus convallarius,,Timber Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CO, ID, MT, NV, UT, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cottonii,Fabaceae,Astragalus,cottonii,,,,,Astragalus cottonii,Astragalus cottonii,,Cotton's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: WA,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus crassicarpus,Fabaceae,Astragalus,crassicarpus,,,,,Astragalus crassicarpus,Astragalus crassicarpus,,groundplum milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,,,,NSNDB 2010,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,restoration,
Astragalus crassicarpus var. berlandieri,Fabaceae,Astragalus,crassicarpus,var.,berlandieri,,,Astragalus crassicarpus berlandieri,Astragalus crassicarpus var. berlandieri,,Ground-plum,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: TX,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus crassicarpus var. crassicarpus,Fabaceae,Astragalus,crassicarpus,var.,crassicarpus,,,Astragalus crassicarpus crassicarpus,Astragalus crassicarpus var. crassicarpus,,Ground-plum,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AR, CO, IA, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WYCA: AB, MB, SK",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus crassicarpus var. paysonii,Fabaceae,Astragalus,crassicarpus,var.,paysonii,,,Astragalus crassicarpus paysonii,Astragalus crassicarpus var. paysonii,,Ground-plum,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CO, KS, MT, NM, OK, SD, WYCA: AB, BC",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cremnophylax,Fabaceae,Astragalus,cremnophylax,,,,,Astragalus cremnophylax,Astragalus cremnophylax,,Cliff Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, NN",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cremnophylax var. cremnophylax,Fabaceae,Astragalus,cremnophylax,var.,cremnophylax,,,Astragalus cremnophylax cremnophylax,Astragalus cremnophylax var. cremnophylax,,Sentry Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: AZ,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cremnophylax var. myriorrhaphis,Fabaceae,Astragalus,cremnophylax,var.,myriorrhaphis,,,Astragalus cremnophylax myriorrhaphis,Astragalus cremnophylax var. myriorrhaphis,,Cliff Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, NN",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus crotalariae,Fabaceae,Astragalus,crotalariae,,,,,Astragalus crotalariae,Astragalus crotalariae,,Salton Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CA",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus curvicarpus,Fabaceae,Astragalus,curvicarpus,,,,,Astragalus curvicarpus,Astragalus curvicarpus,,American Sickle,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CA, ID, NV, OR",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cusickii,Fabaceae,Astragalus,cusickii,,,,,Astragalus cusickii,Astragalus cusickii,,Cusick's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: ID, OR, WA",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cusickii var. cusickii,Fabaceae,Astragalus,cusickii,var.,cusickii,,,Astragalus cusickii cusickii,Astragalus cusickii var. cusickii,,Cusick's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: ID, OR, WA",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cusickii var. flexilipes,Fabaceae,Astragalus,cusickii,var.,flexilipes,,,Astragalus cusickii flexilipes,Astragalus cusickii var. flexilipes,,Cusick's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: ID,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cusickii var. packardiae,Fabaceae,Astragalus,cusickii,var.,packardiae,,,Astragalus cusickii packardiae,Astragalus cusickii var. packardiae,,Packard's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: ID,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus cusickii var. sterilis,Fabaceae,Astragalus,cusickii,var.,sterilis,,,Astragalus cusickii sterilis,Astragalus cusickii var. sterilis,,Cusick's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: ID, OR",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus desereticus,Fabaceae,Astragalus,desereticus,,,,,Astragalus desereticus,Astragalus desereticus,,Deseret Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: UT,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus desperatus,Fabaceae,Astragalus,desperatus,,,,,Astragalus desperatus,Astragalus desperatus,,Rimrock Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CO, NM, NN, UT",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus detritalis,Fabaceae,Astragalus,detritalis,,,,,Astragalus detritalis,Astragalus detritalis,,Debris Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CO, UT",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus diaphanus,Fabaceae,Astragalus,diaphanus,,,,,Astragalus diaphanus,Astragalus diaphanus,,John Day Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: OR, WA (extirpated)",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus didymocarpus,Fabaceae,Astragalus,didymocarpus,,,,,Astragalus didymocarpus,Astragalus didymocarpus,,Dwarf White Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CA, NV",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus didymocarpus var. didymocarpus,Fabaceae,Astragalus,didymocarpus,var.,didymocarpus,,,Astragalus didymocarpus didymocarpus,Astragalus didymocarpus var. didymocarpus,,Dwarf White Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CA, NV",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus didymocarpus var. dispermus,Fabaceae,Astragalus,didymocarpus,var.,dispermus,,,Astragalus didymocarpus dispermus,Astragalus didymocarpus var. dispermus,,Dwarf White Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AZ, CA, NV",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus distortus,Fabaceae,Astragalus,distortus,,,,,Astragalus distortus,Astragalus distortus,,Ozark Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AR, IA, IL, KS, LA, MD, MO, MS, OK, TX, VA, WV",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus distortus var. distortus,Fabaceae,Astragalus,distortus,var.,distortus,,,Astragalus distortus distortus,Astragalus distortus var. distortus,,Ozark Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AR, IA, IL, KS, LA, MD, MO, MS, OK, TX, VA, WV",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus distortus var. engelmannii,Fabaceae,Astragalus,distortus,var.,engelmannii,,,Astragalus distortus engelmannii,Astragalus distortus var. engelmannii,,Engelmann's Bent Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: AR, LA, MS, TX",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus diversifolius,Fabaceae,Astragalus,diversifolius,,,,,Astragalus diversifolius,Astragalus diversifolius,,Mesic Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: ID, NV, UT, WY",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus douglasii,Fabaceae,Astragalus,douglasii,,,,,Astragalus douglasii,Astragalus douglasii,,Jacumba Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,US: CA,,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
Astragalus drummondii,Fabaceae,Astragalus,drummondii,,,,,Astragalus drummondii,Astragalus drummondii,,Drummond's Milkvetch,CWR,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,Unknown,,,Native,Native,"US: CO, ID, MT, ND, NE, NM, SD, UT, WYCA: AB, BC, SK",,,Khoury et al. (2012) Crop prioritization method,,Astragalus,Astragalus,Food and agriculture,Forage and feed,forage and feed,,
